대학명,학과명,전형유형,전형명,지원자격,합격 등급
전북대,사학과,교과,농어촌학생,농어촌,-
전북대,사학과,종합,농어촌학생,농어촌,-
전북대,사회과교육학부,교과,농어촌학생,농어촌,3.67
전북대,사회과교육학부,종합,농어촌학생,농어촌,-
전북대,사회과학계열,교과,농어촌학생,농어촌,2.92
전북대,사회과학계열,종합,농어촌학생,농어촌,4.02
전북대,생활과학계열,교과,농어촌학생,농어촌,3.59
전북대,생활과학계열,종합,농어촌학생,농어촌,4.08
전북대,수의예과,종합,농어촌학생,농어촌,-
전북대,수학교육과,교과,농어촌학생,농어촌,-
전북대,수학교육과,종합,농어촌학생,농어촌,-
전북대,스마트팜학과,종합,농어촌학생,농어촌,-
전북대,스페인.중남미학과,교과,농어촌학생,농어촌,-
전북대,스페인.중남미학과,종합,농어촌학생,농어촌,-
전북대,스포츠과학과,종합,농어촌학생,농어촌,-
전북대,영어교육과,교과,농어촌학생,농어촌,-
전북대,영어교육과,종합,농어촌학생,농어촌,-
전북대,영어영문학과,교과,농어촌학생,농어촌,-
전북대,영어영문학과,종합,농어촌학생,농어촌,-
전북대,일본학과,교과,농어촌학생,농어촌,-
전북대,일본학과,종합,농어촌학생,농어촌,-
전북대,자연과학계열 1,교과,농어촌학생,농어촌,3.72
전북대,자연과학계열 1,종합,농어촌학생,농어촌,4.26
전북대,자연과학계열 2,교과,농어촌학생,농어촌,-
전북대,자연과학계열 2,종합,농어촌학생,농어촌,-
전북대,중어중문학과,교과,농어촌학생,농어촌,-
전북대,중어중문학과,종합,농어촌학생,농어촌,-
전북대,철학과,교과,농어촌학생,농어촌,-
전북대,철학과,종합,농어촌학생,농어촌,-
전북대,체육교육과,종합,농어촌학생,농어촌,-
전북대,프랑스.아프리카학과,종합,농어촌학생,농어촌,-
전북대,환경생명자원계열,종합,농어촌학생,농어촌,5.31
전북대,환경생명자원계열,교과,농어촌학생,농어촌,-
전북대,경상계열,종합,특성화고교졸업자,특성화고,1.27
전북대,공학계열 1,종합,특성화고교졸업자,특성화고,2.24
전북대,공학계열 2,종합,특성화고교졸업자,특성화고,-
전북대,농업생명과학계열,종합,특성화고교졸업자,특성화고,1.51
전북대,생활과학계열,종합,특성화고교졸업자,특성화고,2.13
전주대,가정교육과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,간호학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,건축공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,건축학과(5년제),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,게임콘텐츠학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,경영대학,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,경찰학과,종합,기회균형선발,"기초생활, 차상위, 한부모",5.4
전주대,공연방송연기학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,과학교육과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,관광경영학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,국어교육과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,기계공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,기계자동차융합공학부,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,데이터사이언스학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,문헌정보학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,물리치료학과,종합,기회균형선발,"기초생활, 차상위, 한부모",5.1
전주대,반려동물산업학부(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,방사선학과,종합,기회균형선발,"기초생활, 차상위, 한부모",4.9
전주대,법학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,보건관리학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,사회복지학과,종합,기회균형선발,"기초생활, 차상위, 한부모",7.6
전주대,산업디자인학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,상담심리학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,소방안전공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,수학교육과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,스마트미디어학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,식품영양학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,신소재공학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,영어교육과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,영화방송학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,예술심리치료학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,외식산업조리학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,운동처방학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,인공지능학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,인문콘텐츠대학,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,작업치료학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,재활학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,전기전자공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,정보통신공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,중등특수교육과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,컴퓨터공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,토목환경공학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,패션산업학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,한문교육과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,한식조리학과(신설),종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,행정학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,호텔경영학과,종합,기회균형선발,"기초생활, 차상위, 한부모",-
전주대,가정교육과(신설),교과,농어촌학생,농어촌,-
전주대,간호학과,교과,농어촌학생,농어촌,-
전주대,건축공학과,교과,농어촌학생,농어촌,-
전주대,건축학과(5년제)(신설),교과,농어촌학생,농어촌,-
전주대,게임콘텐츠학과(신설),교과,농어촌학생,농어촌,-
전주대,경영대학,교과,농어촌학생,농어촌,-
전주대,경찰학과,교과,농어촌학생,농어촌,-
전주대,과학교육과(신설),교과,농어촌학생,농어촌,-
전주대,관광경영학과,교과,농어촌학생,농어촌,-
전주대,국어교육과,교과,농어촌학생,농어촌,-
전주대,기계공학과,교과,농어촌학생,농어촌,-
전주대,기계자동차융합공학부(신설),교과,농어촌학생,농어촌,-
전주대,데이터사이언스학과(신설),교과,농어촌학생,농어촌,-
전주대,문헌정보학과,교과,농어촌학생,농어촌,-
전주대,물리치료학과,교과,농어촌학생,농어촌,-
전주대,반려동물산업학부(신설),교과,농어촌학생,농어촌,-
전주대,방사선학과,교과,농어촌학생,농어촌,-
전주대,법학과(신설),교과,농어촌학생,농어촌,-
전주대,보건관리학과,교과,농어촌학생,농어촌,-
전주대,사회복지학과,교과,농어촌학생,농어촌,-
전주대,산업디자인학과(신설),교과,농어촌학생,농어촌,-
전주대,상담심리학과,교과,농어촌학생,농어촌,-
전주대,소방안전공학과(신설),교과,농어촌학생,농어촌,-
전주대,수학교육과(신설),교과,농어촌학생,농어촌,-
전주대,스마트미디어학과(신설),교과,농어촌학생,농어촌,-
전주대,시각디자인학과(신설),교과,농어촌학생,농어촌,-
전주대,식품영양학과(신설),교과,농어촌학생,농어촌,-
전주대,신소재화학공학과(신설),교과,농어촌학생,농어촌,-
전주대,영어교육과,교과,농어촌학생,농어촌,-
전주대,영화방송학과(신설),교과,농어촌학생,농어촌,-
전주대,예술심리치료학과(신설),교과,농어촌학생,농어촌,-
전주대,외식산업조리학과,교과,농어촌학생,농어촌,-
전주대,운동처방학과,교과,농어촌학생,농어촌,-
전주대,인공지능학과(신설),교과,농어촌학생,농어촌,-
전주대,인문콘텐츠대학(신설),교과,농어촌학생,농어촌,-
전주대,작업치료학과(신설),교과,농어촌학생,농어촌,-
전주대,재활학과(신설),교과,농어촌학생,농어촌,-
전주대,재활학과(신설),교과,농어촌학생,농어촌,-
전주대,전기전자공학과,교과,농어촌학생,농어촌,-
전주대,정보통신공학과(신설),교과,농어촌학생,농어촌,-
전주대,중등특수교육과,교과,농어촌학생,농어촌,-
전주대,컴퓨터공학과,교과,농어촌학생,농어촌,-
전주대,토목환경공학과,교과,농어촌학생,농어촌,-
전주대,패션산업학과(신설),교과,농어촌학생,농어촌,-
전주대,한문교육과(신설),교과,농어촌학생,농어촌,-
전주대,한식조리학과,교과,농어촌학생,농어촌,-
전주대,행정학과(신설),교과,농어촌학생,농어촌,-
전주대,호텔경영학과,교과,농어촌학생,농어촌,-
전주대,건축공학과,교과,특성화고교졸업자,특성화고,-
전주대,경영대학,교과,특성화고교졸업자,특성화고,5.6
전주대,관광경영학과,교과,특성화고교졸업자,특성화고,-
전주대,기계공학과,교과,특성화고교졸업자,특성화고,-
전주대,기계자동차공학과,교과,특성화고교졸업자,특성화고,-
전주대,데이터사이언스학과,교과,특성화고교졸업자,특성화고,-
전주대,상담심리학과,교과,특성화고교졸업자,특성화고,-
전주대,스마트미디어학과,교과,특성화고교졸업자,특성화고,-
전주대,시각디자인학과,교과,특성화고교졸업자,특성화고,-
전주대,식품영양학과,교과,특성화고교졸업자,특성화고,-
전주대,외식산업조리학과,교과,특성화고교졸업자,특성화고,-
전주대,전기전자공학과,교과,특성화고교졸업자,특성화고,-
전주대,정보통신공학과,교과,특성화고교졸업자,특성화고,-
전주대,한식조리학과,교과,특성화고교졸업자,특성화고,-
제주대,(야)경영학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,(야)행정학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,간호학과,교과,고른기회,"기초생활, 차상위, 한부모",-
제주대,건겅뷰티향장학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,건축공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,건축학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,경영정보학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,경영학과,종합,고른기회,"기초생활, 차상위, 한부모",5.06
제주대,경제학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,관광개발학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,관광경영학과,종합,고른기회,"기초생활, 차상위, 한부모",4.61
제주대,관광융복합학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,국어국문학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,기계시스템공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,데이터사이언스학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,독일학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,무역학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,물리학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,바이오메디컬정보학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,부동산관리학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,사학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,사회학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,산업응용경제학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,생명공학부,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,생물학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,생활환경복지학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,수산생명의학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,수학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,식물자원환경전공,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,식품생명공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,식품영양학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,실버케어복지학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,약학과,교과,고른기회,"기초생활, 차상위, 한부모",-
제주대,언론홍보학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,영어영문학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,원예과학전공,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,원자력공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,인공지능학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,일어일문학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,전기공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,전자공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,정치외교학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,중어중문학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,지구해양과학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,철학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,컴퓨터공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,토목공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,통신공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,패션의류학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,해양산업경찰학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,해양생명과학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,해양시스템공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,행정학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,화공그린에너지학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,화학·코스메틱스학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,환경공학과,종합,고른기회,"기초생활, 차상위, 한부모",-
제주대,회계학과,종합,고른기회,"기초생활, 차상위, 한부모",4.68
제주대,간호학과(신설),종합,농어촌학생,농어촌,-
제주대,건축공학과,종합,농어촌학생,농어촌,-
제주대,건축학과,종합,농어촌학생,농어촌,-
제주대,경영정보학과,종합,농어촌학생,농어촌,-
제주대,경영학과,종합,농어촌학생,농어촌,
제주대,경제학과,종합,농어촌학생,농어촌,-
제주대,관광개발학과,종합,농어촌학생,농어촌,-
제주대,관광경영학과,종합,농어촌학생,농어촌,-
제주대,국어국문학과,종합,농어촌학생,농어촌,-
제주대,기계시스템공학과,종합,농어촌학생,농어촌,6.14
제주대,독일학과,종합,농어촌학생,농어촌,-
제주대,무역학과,종합,농어촌학생,농어촌,-
제주대,물리학과,종합,농어촌학생,농어촌,-
제주대,사학과,종합,농어촌학생,농어촌,5.44
제주대,사회학과,종합,농어촌학생,농어촌,-
제주대,산업응용경제학과,종합,농어촌학생,농어촌,-
제주대,생명공학부,종합,농어촌학생,농어촌,5.56
제주대,생물학과,종합,농어촌학생,농어촌,-
제주대,생활환경복지학과,종합,농어촌학생,농어촌,-
제주대,수산생명의학과,종합,농어촌학생,농어촌,-
제주대,수의예과,종합,농어촌학생,농어촌,-
제주대,수학과,종합,농어촌학생,농어촌,-
제주대,식물자원환경전공,종합,농어촌학생,농어촌,-
제주대,식품생명공학과(신설),종합,농어촌학생,농어촌,-
제주대,식품영양학과,종합,농어촌학생,농어촌,-
제주대,약학과,종합,농어촌학생,농어촌,1.53
제주대,언론홍보학과,종합,농어촌학생,농어촌,-
제주대,영어영문학과,종합,농어촌학생,농어촌,-
제주대,원예과학전공,종합,농어촌학생,농어촌,-
제주대,원자력공학과,종합,농어촌학생,농어촌,-
제주대,일어일문학과,종합,농어촌학생,농어촌,-
제주대,전기공학과,종합,농어촌학생,농어촌,-
제주대,전자공학과,종합,농어촌학생,농어촌,-
제주대,정치외교학과,종합,농어촌학생,농어촌,-
제주대,중어중문학과,종합,농어촌학생,농어촌,-
제주대,지구해양과학과,종합,농어촌학생,농어촌,-
제주대,철학과,종합,농어촌학생,농어촌,-
제주대,초등교육학부,종합,농어촌학생,농어촌,-
제주대,컴퓨터공학과,종합,농어촌학생,농어촌,-
제주대,토목공학과,종합,농어촌학생,농어촌,-
제주대,통신공학과,종합,농어촌학생,농어촌,-
제주대,패션의류학과,종합,농어촌학생,농어촌,-
제주대,해양산업경찰학과,종합,농어촌학생,농어촌,-
제주대,해양생명과학과,종합,농어촌학생,농어촌,-
제주대,해양시스템공학과,종합,농어촌학생,농어촌,-
제주대,행정학과,종합,농어촌학생,농어촌,-
제주대,화공그린에너지학과(신설),종합,농어촌학생,농어촌,-
제주대,화학·코스메틱스학과,종합,농어촌학생,농어촌,-
제주대,환경공학과,종합,농어촌학생,농어촌,-
제주대,회계학과,종합,농어촌학생,농어촌,-
제주대,간호학과,종합,특성화고졸업자,특성화고,-
제주대,건축공학과,종합,특성화고졸업자,특성화고,-
제주대,경영정보학과,종합,특성화고졸업자,특성화고,-
제주대,경영학과,종합,특성화고졸업자,특성화고,-
제주대,경제학과,종합,특성화고졸업자,특성화고,-
제주대,관광개발학과,종합,특성화고졸업자,특성화고,-
제주대,관광경영학과,종합,특성화고졸업자,특성화고,-
제주대,기계시스템공학과,종합,특성화고졸업자,특성화고,-
제주대,무역학과,종합,특성화고졸업자,특성화고,-
제주대,산업응용경제학과,종합,특성화고졸업자,특성화고,-
제주대,생명공학부,종합,특성화고졸업자,특성화고,-
제주대,생활환경복지학부,종합,특성화고졸업자,특성화고,-
제주대,수산생명의학과,종합,특성화고졸업자,특성화고,-
제주대,식물자원환경전공,종합,특성화고졸업자,특성화고,-
제주대,식품영양학과,종합,특성화고졸업자,특성화고,-
제주대,원자력공학과,종합,특성화고졸업자,특성화고,-
제주대,전기공학과,종합,특성화고졸업자,특성화고,-
제주대,전자공학과,종합,특성화고졸업자,특성화고,-
제주대,컴퓨터공학과,종합,특성화고졸업자,특성화고,-
제주대,컴퓨터교육과,종합,특성화고졸업자,특성화고,-
제주대,토목공학과,종합,특성화고졸업자,특성화고,-
제주대,패션의류학과,종합,특성화고졸업자,특성화고,-
제주대,해양산업경찰학과,종합,특성화고졸업자,특성화고,-
제주대,해양생명과학과,종합,특성화고졸업자,특성화고,-
제주대,환경공학과,종합,특성화고졸업자,특성화고,-
제주대,회계학과,종합,특성화고졸업자,특성화고,-
조선대,AI·SW학부(정보통신공학전공),교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,AI·SW학부(컴퓨터공학전공),교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,건축공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,건축학과(5년제),교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,경영학부,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",4.83
조선대,경제학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,광기술공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,국어국문학부,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,글로벌비즈니스 커뮤니케이션학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,기계공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,무역학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,문예창작학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,미디어커뮤니케이션학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,법학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",5.63
조선대,상담심리학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,생명화학공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,식품영양학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,신소재공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,아시아언어문화학부,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,아시아언어문화학부,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,언어치료학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,역사문화학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,영어영문학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,일본어과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,자연과학계열,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,자연과학계열,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,자연과학계열,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,자유전공학부,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,작업치료학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,전기공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,전자공학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,정치외교학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,체육학과,교과,"기초생활, 차상위, 한부모","기초생활, 차상위, 한부모",-
조선대,토목공학과,교과,"기초생활, 차상위, 한부모","기초생활수급자, 차상위, 한부모",-
조선대,행정복지학부,교과,"기초생활, 차상위, 한부모","기초생활수급자, 차상위, 한부모",5.54
조선대,환경공학과,교과,"기초생활, 차상위, 한부모","기초생활수급자, 차상위, 한부모",-
조선대,AI·SW학부(정보보안전공),종합,농어촌학생,농어촌,-
조선대,AI·SW학부(컴퓨터공학전공),종합,농어촌학생,농어촌,6.4
조선대,K-컬처공연·기획학과,종합,농어촌학생,농어촌,-
조선대,간호학과,종합,농어촌학생,농어촌,-
조선대,건축공학과,종합,농어촌학생,농어촌,-
조선대,건축학과(5년제),종합,농어촌학생,농어촌,-
조선대,경영학부,종합,농어촌학생,농어촌,5.29
조선대,경찰행정학과,종합,농어촌학생,농어촌,4.17
조선대,국어교육과,종합,농어촌학생,농어촌,-
조선대,디자인공학과,종합,농어촌학생,농어촌,-
조선대,문예창작학과,종합,농어촌학생,농어촌,-
조선대,미디어커뮤니케이션학과,종합,농어촌학생,농어촌,5.54
조선대,법학과,종합,농어촌학생,농어촌,5.56
조선대,상담심리학과,종합,농어촌학생,농어촌,-
조선대,소방재난관리학과,종합,농어촌학생,농어촌,-
조선대,수학교육과,종합,농어촌학생,농어촌,-
조선대,스포츠산업학과,종합,농어촌학생,농어촌,-
조선대,식품영양학과,종합,농어촌학생,농어촌,5.59
조선대,약학과,종합,농어촌학생,농어촌,1.59
조선대,언어치료학과,종합,농어촌학생,농어촌,-
조선대,영어교육과,종합,농어촌학생,농어촌,-
조선대,의예과,종합,농어촌학생,농어촌,-
조선대,전기공학과,종합,농어촌학생,농어촌,5.08
조선대,전자공학과,종합,농어촌학생,농어촌,-
조선대,체육학과,종합,농어촌학생,농어촌,5.58
조선대,치의예과,종합,농어촌학생,농어촌,-
조선대,태권도학과,종합,농어촌학생,농어촌,-
조선대,토목공학과,종합,농어촌학생,농어촌,5.82
조선대,행정복지학부,종합,농어촌학생,농어촌,4.06
조선대,AI·SW학부(정보통신공학전공),교과,특성화고교,특성화고,-
조선대,AI·SW학부(컴퓨터공학전공),교과,특성화고교,특성화고,-
조선대,건축공학과,교과,특성화고교,특성화고,-
조선대,경영학부,교과,특성화고교,특성화고,4.42
조선대,경제학과,교과,특성화고교,특성화고,-
조선대,광기술공학과,교과,특성화고교,특성화고,-
조선대,기계공학과,교과,특성화고교,특성화고,3.17
조선대,무역학과,교과,특성화고교,특성화고,-
조선대,산업공학과,교과,특성화고교,특성화고,-
조선대,생명화학공학과,교과,특성화고교,특성화고,-
조선대,시각디자인학과,교과,특성화고교,특성화고,-
조선대,신소재공학과,교과,특성화고교,특성화고,-
조선대,원자력공학과,교과,특성화고교,특성화고,-
조선대,전기공학과,교과,특성화고교,특성화고,-
조선대,전자공학과,교과,특성화고교,특성화고,3.71
조선대,토목공학과,교과,특성화고교,특성화고,-
중앙대,간호학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,건축학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,경영학부(경영학),종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,경영학부(글로벌경영)(신설),종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,경제학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,공공인재학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,광고홍보학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,국어국문학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,기계공학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,문헌정보학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,물리학과(신설),종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,미디어커뮤니케이션학부(신설),종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,사회기반시스템공학부(건설환경플랜트공학),종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,사회복지학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,소프트웨어학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,심리학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,약학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,에너지시스템공학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,역사학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,영어교육과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,영어영문학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,융합공학부(신설),종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,응용통계학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,전자전기공학부,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,철학과,종합,기초생활수급자차상위,"기초생활수급자, 차상위, 한부모",-
중앙대,간호학과,종합,농어촌학생,농어촌,-
중앙대,건축학부,종합,농어촌학생,농어촌,-
중앙대,경영학부(경영학),종합,농어촌학생,농어촌,-
중앙대,경제학부,종합,농어촌학생,농어촌,-
중앙대,공공인재학부,종합,농어촌학생,농어촌,-
중앙대,광고홍보학과(신설),종합,농어촌학생,농어촌,-
중앙대,교육학과(신설),종합,농어촌학생,농어촌,-
중앙대,국어국문학부,종합,농어촌학생,농어촌,-
중앙대,국제물류학과,종합,농어촌학생,농어촌,-
중앙대,기계공학부,종합,농어촌학생,농어촌,-
중앙대,도시계획·부동산학과,종합,농어촌학생,농어촌,-
중앙대,문헌정보학과,종합,농어촌학생,농어촌,-
중앙대,미디어커뮤니케이션학부,종합,농어촌학생,농어촌,-
중앙대,사회기반시스템공학부(건설환경플랜트공학),종합,농어촌학생,농어촌,-
중앙대,사회기반시스템공학부(도시시스템공학),종합,농어촌학생,농어촌,-
중앙대,사회복지학부,종합,농어촌학생,농어촌,-
